,Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,AverageTemp,Temp_Deviation,Temp_vs_Avg,Weather_Impression,Is_Holiday
10273,2012-01-29,Sunday,7.0,-3.16,8,71.0,,Croissant,,0.0,2.1352380952380954,-5.295238095238096,Significantly colder,bad,0
10274,2012-01-29,Sunday,7.0,-3.16,8,71.0,,Konditorei,,0.0,2.1352380952380954,-5.295238095238096,Significantly colder,bad,0
10275,2012-01-29,Sunday,7.0,-3.16,8,71.0,,Kuchen,,0.0,2.1352380952380954,-5.295238095238096,Significantly colder,bad,0
10276,2012-01-29,Sunday,7.0,-3.16,8,71.0,,Saisonbrot,,0.0,2.1352380952380954,-5.295238095238096,Significantly colder,bad,0
28,2012-01-29,Sunday,7.0,-3.16,8,71.0,,,,0.0,2.1352380952380954,-5.295238095238096,Significantly colder,bad,0
10277,2012-01-30,Monday,3.0,-2.28,12,0.0,,Brot,,0.0,2.5624867724867726,-4.842486772486772,Significantly colder,very good,0
10278,2012-01-30,Monday,3.0,-2.28,12,0.0,,Brötchen,,0.0,2.5624867724867726,-4.842486772486772,Significantly colder,very good,0
10279,2012-01-30,Monday,3.0,-2.28,12,0.0,,Croissant,,0.0,2.5624867724867726,-4.842486772486772,Significantly colder,very good,0
10280,2012-01-30,Monday,3.0,-2.28,12,0.0,,Konditorei,,0.0,2.5624867724867726,-4.842486772486772,Significantly colder,very good,0
10281,2012-01-30,Monday,3.0,-2.28,12,0.0,,Kuchen,,0.0,2.5624867724867726,-4.842486772486772,Significantly colder,very good,0
10282,2012-01-30,Monday,3.0,-2.28,12,0.0,,Saisonbrot,,0.0,2.5624867724867726,-4.842486772486772,Significantly colder,very good,0
29,2012-01-30,Monday,3.0,-2.28,12,0.0,,,,0.0,2.5624867724867726,-4.842486772486772,Significantly colder,very good,0
10283,2012-01-31,Tuesday,1.0,-2.38,18,0.0,,Brot,,0.0,2.5624867724867726,-4.942486772486772,Significantly colder,very good,0
10284,2012-01-31,Tuesday,1.0,-2.38,18,0.0,,Brötchen,,0.0,2.5624867724867726,-4.942486772486772,Significantly colder,very good,0
10285,2012-01-31,Tuesday,1.0,-2.38,18,0.0,,Croissant,,0.0,2.5624867724867726,-4.942486772486772,Significantly colder,very good,0
10286,2012-01-31,Tuesday,1.0,-2.38,18,0.0,,Konditorei,,0.0,2.5624867724867726,-4.942486772486772,Significantly colder,very good,0
10287,2012-01-31,Tuesday,1.0,-2.38,18,0.0,,Kuchen,,0.0,2.5624867724867726,-4.942486772486772,Significantly colder,very good,0
10288,2012-01-31,Tuesday,1.0,-2.38,18,0.0,,Saisonbrot,,0.0,2.5624867724867726,-4.942486772486772,Significantly colder,very good,0
30,2012-01-31,Tuesday,1.0,-2.38,18,0.0,,,,0.0,2.5624867724867726,-4.942486772486772,Significantly colder,very good,0
10289,2012-02-01,Wednesday,7.0,-1.82,16,71.0,,Brot,,0.0,2.5624867724867726,-4.382486772486772,Significantly colder,bad,0
10290,2012-02-01,Wednesday,7.0,-1.82,16,71.0,,Brötchen,,0.0,2.5624867724867726,-4.382486772486772,Significantly colder,bad,0
10291,2012-02-01,Wednesday,7.0,-1.82,16,71.0,,Croissant,,0.0,2.5624867724867726,-4.382486772486772,Significantly colder,bad,0
10292,2012-02-01,Wednesday,7.0,-1.82,16,71.0,,Konditorei,,0.0,2.5624867724867726,-4.382486772486772,Significantly colder,bad,0
10293,2012-02-01,Wednesday,7.0,-1.82,16,71.0,,Kuchen,,0.0,2.5624867724867726,-4.382486772486772,Significantly colder,bad,0
10294,2012-02-01,Wednesday,7.0,-1.82,16,71.0,,Saisonbrot,,0.0,2.5624867724867726,-4.382486772486772,Significantly colder,bad,0
31,2012-02-01,Wednesday,7.0,-1.82,16,71.0,,,,0.0,2.5624867724867726,-4.382486772486772,Significantly colder,bad,0
10295,2012-02-02,Thursday,6.0,-5.85,8,85.0,,Brot,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,bad,0
10296,2012-02-02,Thursday,6.0,-5.85,8,85.0,,Brötchen,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,bad,0
10297,2012-02-02,Thursday,6.0,-5.85,8,85.0,,Croissant,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,bad,0
10298,2012-02-02,Thursday,6.0,-5.85,8,85.0,,Konditorei,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,bad,0
10299,2012-02-02,Thursday,6.0,-5.85,8,85.0,,Kuchen,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,bad,0
10300,2012-02-02,Thursday,6.0,-5.85,8,85.0,,Saisonbrot,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,bad,0
32,2012-02-02,Thursday,6.0,-5.85,8,85.0,,,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,bad,0
10301,2012-02-03,Friday,4.0,-5.85,14,3.0,,Brot,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,good,0
10302,2012-02-03,Friday,4.0,-5.85,14,3.0,,Brötchen,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,good,0
10303,2012-02-03,Friday,4.0,-5.85,14,3.0,,Croissant,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,good,0
10304,2012-02-03,Friday,4.0,-5.85,14,3.0,,Konditorei,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,good,0
10305,2012-02-03,Friday,4.0,-5.85,14,3.0,,Kuchen,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,good,0
10306,2012-02-03,Friday,4.0,-5.85,14,3.0,,Saisonbrot,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,good,0
33,2012-02-03,Friday,4.0,-5.85,14,3.0,,,,0.0,2.5624867724867726,-8.412486772486773,Significantly colder,good,0
10307,2012-02-04,Saturday,4.0,-7.54,10,71.0,,Brot,,0.0,2.5624867724867726,-10.102486772486772,Significantly colder,bad,0
10308,2012-02-04,Saturday,4.0,-7.54,10,71.0,,Brötchen,,0.0,2.5624867724867726,-10.102486772486772,Significantly colder,bad,0
10309,2012-02-04,Saturday,4.0,-7.54,10,71.0,,Croissant,,0.0,2.5624867724867726,-10.102486772486772,Significantly colder,bad,0
10310,2012-02-04,Saturday,4.0,-7.54,10,71.0,,Konditorei,,0.0,2.5624867724867726,-10.102486772486772,Significantly colder,bad,0
10311,2012-02-04,Saturday,4.0,-7.54,10,71.0,,Kuchen,,0.0,2.5624867724867726,-10.102486772486772,Significantly colder,bad,0
10312,2012-02-04,Saturday,4.0,-7.54,10,71.0,,Saisonbrot,,0.0,2.5624867724867726,-10.102486772486772,Significantly colder,bad,0
34,2012-02-04,Saturday,4.0,-7.54,10,71.0,,,,0.0,2.5624867724867726,-10.102486772486772,Significantly colder,bad,0
10313,2012-02-05,Sunday,5.0,-7.71,8,0.0,,Brot,,0.0,2.5624867724867726,-10.272486772486772,Significantly colder,very good,0
10314,2012-02-05,Sunday,5.0,-7.71,8,0.0,,Brötchen,,0.0,2.5624867724867726,-10.272486772486772,Significantly colder,very good,0
10315,2012-02-05,Sunday,5.0,-7.71,8,0.0,,Croissant,,0.0,2.5624867724867726,-10.272486772486772,Significantly colder,very good,0
10316,2012-02-05,Sunday,5.0,-7.71,8,0.0,,Konditorei,,0.0,2.5624867724867726,-10.272486772486772,Significantly colder,very good,0
10317,2012-02-05,Sunday,5.0,-7.71,8,0.0,,Kuchen,,0.0,2.5624867724867726,-10.272486772486772,Significantly colder,very good,0
10318,2012-02-05,Sunday,5.0,-7.71,8,0.0,,Saisonbrot,,0.0,2.5624867724867726,-10.272486772486772,Significantly colder,very good,0
35,2012-02-05,Sunday,5.0,-7.71,8,0.0,,,,0.0,2.5624867724867726,-10.272486772486772,Significantly colder,very good,0
10319,2012-02-06,Monday,4.0,-10.25,6,10.0,,Brot,,0.0,2.0685714285714285,-12.318571428571428,Significantly colder,good,0
10320,2012-02-06,Monday,4.0,-10.25,6,10.0,,Brötchen,,0.0,2.0685714285714285,-12.318571428571428,Significantly colder,good,0
10321,2012-02-06,Monday,4.0,-10.25,6,10.0,,Croissant,,0.0,2.0685714285714285,-12.318571428571428,Significantly colder,good,0
10322,2012-02-06,Monday,4.0,-10.25,6,10.0,,Konditorei,,0.0,2.0685714285714285,-12.318571428571428,Significantly colder,good,0
10323,2012-02-06,Monday,4.0,-10.25,6,10.0,,Kuchen,,0.0,2.0685714285714285,-12.318571428571428,Significantly colder,good,0
10324,2012-02-06,Monday,4.0,-10.25,6,10.0,,Saisonbrot,,0.0,2.0685714285714285,-12.318571428571428,Significantly colder,good,0
36,2012-02-06,Monday,4.0,-10.25,6,10.0,,,,0.0,2.0685714285714285,-12.318571428571428,Significantly colder,good,0
10325,2012-02-07,Tuesday,6.0,-3.0,18,71.0,,Brot,,0.0,2.0685714285714285,-5.0685714285714285,Significantly colder,bad,0
10326,2012-02-07,Tuesday,6.0,-3.0,18,71.0,,Brötchen,,0.0,2.0685714285714285,-5.0685714285714285,Significantly colder,bad,0
10327,2012-02-07,Tuesday,6.0,-3.0,18,71.0,,Croissant,,0.0,2.0685714285714285,-5.0685714285714285,Significantly colder,bad,0
10328,2012-02-07,Tuesday,6.0,-3.0,18,71.0,,Konditorei,,0.0,2.0685714285714285,-5.0685714285714285,Significantly colder,bad,0
10329,2012-02-07,Tuesday,6.0,-3.0,18,71.0,,Kuchen,,0.0,2.0685714285714285,-5.0685714285714285,Significantly colder,bad,0
10330,2012-02-07,Tuesday,6.0,-3.0,18,71.0,,Saisonbrot,,0.0,2.0685714285714285,-5.0685714285714285,Significantly colder,bad,0
37,2012-02-07,Tuesday,6.0,-3.0,18,71.0,,,,0.0,2.0685714285714285,-5.0685714285714285,Significantly colder,bad,0
10331,2012-02-08,Wednesday,6.0,-2.76,10,0.0,,Brot,,0.0,2.0685714285714285,-4.828571428571428,Significantly colder,very good,0
10332,2012-02-08,Wednesday,6.0,-2.76,10,0.0,,Brötchen,,0.0,2.0685714285714285,-4.828571428571428,Significantly colder,very good,0
10333,2012-02-08,Wednesday,6.0,-2.76,10,0.0,,Croissant,,0.0,2.0685714285714285,-4.828571428571428,Significantly colder,very good,0
10334,2012-02-08,Wednesday,6.0,-2.76,10,0.0,,Konditorei,,0.0,2.0685714285714285,-4.828571428571428,Significantly colder,very good,0
10335,2012-02-08,Wednesday,6.0,-2.76,10,0.0,,Kuchen,,0.0,2.0685714285714285,-4.828571428571428,Significantly colder,very good,0
10336,2012-02-08,Wednesday,6.0,-2.76,10,0.0,,Saisonbrot,,0.0,2.0685714285714285,-4.828571428571428,Significantly colder,very good,0
38,2012-02-08,Wednesday,6.0,-2.76,10,0.0,,,,0.0,2.0685714285714285,-4.828571428571428,Significantly colder,very good,0
10337,2012-02-09,Thursday,6.0,-1.66,21,3.0,,Brot,,0.0,2.0685714285714285,-3.7285714285714286,Significantly colder,good,0
10338,2012-02-09,Thursday,6.0,-1.66,21,3.0,,Brötchen,,0.0,2.0685714285714285,-3.7285714285714286,Significantly colder,good,0
10339,2012-02-09,Thursday,6.0,-1.66,21,3.0,,Croissant,,0.0,2.0685714285714285,-3.7285714285714286,Significantly colder,good,0
10340,2012-02-09,Thursday,6.0,-1.66,21,3.0,,Konditorei,,0.0,2.0685714285714285,-3.7285714285714286,Significantly colder,good,0
10341,2012-02-09,Thursday,6.0,-1.66,21,3.0,,Kuchen,,0.0,2.0685714285714285,-3.7285714285714286,Significantly colder,good,0
10342,2012-02-09,Thursday,6.0,-1.66,21,3.0,,Saisonbrot,,0.0,2.0685714285714285,-3.7285714285714286,Significantly colder,good,0
39,2012-02-09,Thursday,6.0,-1.66,21,3.0,,,,0.0,2.0685714285714285,-3.7285714285714286,Significantly colder,good,0
10343,2012-02-10,Friday,6.0,-2.81,8,71.0,,Brot,,0.0,2.0685714285714285,-4.878571428571428,Significantly colder,bad,0
10344,2012-02-10,Friday,6.0,-2.81,8,71.0,,Brötchen,,0.0,2.0685714285714285,-4.878571428571428,Significantly colder,bad,0
10345,2012-02-10,Friday,6.0,-2.81,8,71.0,,Croissant,,0.0,2.0685714285714285,-4.878571428571428,Significantly colder,bad,0
10346,2012-02-10,Friday,6.0,-2.81,8,71.0,,Konditorei,,0.0,2.0685714285714285,-4.878571428571428,Significantly colder,bad,0
10347,2012-02-10,Friday,6.0,-2.81,8,71.0,,Kuchen,,0.0,2.0685714285714285,-4.878571428571428,Significantly colder,bad,0
10348,2012-02-10,Friday,6.0,-2.81,8,71.0,,Saisonbrot,,0.0,2.0685714285714285,-4.878571428571428,Significantly colder,bad,0
40,2012-02-10,Friday,6.0,-2.81,8,71.0,,,,0.0,2.0685714285714285,-4.878571428571428,Significantly colder,bad,0
10349,2012-02-11,Saturday,7.0,-4.58,8,78.0,,Brot,,0.0,2.0685714285714285,-6.648571428571429,Significantly colder,bad,0
10350,2012-02-11,Saturday,7.0,-4.58,8,78.0,,Brötchen,,0.0,2.0685714285714285,-6.648571428571429,Significantly colder,bad,0
10351,2012-02-11,Saturday,7.0,-4.58,8,78.0,,Croissant,,0.0,2.0685714285714285,-6.648571428571429,Significantly colder,bad,0
10352,2012-02-11,Saturday,7.0,-4.58,8,78.0,,Konditorei,,0.0,2.0685714285714285,-6.648571428571429,Significantly colder,bad,0
10353,2012-02-11,Saturday,7.0,-4.58,8,78.0,,Kuchen,,0.0,2.0685714285714285,-6.648571428571429,Significantly colder,bad,0
10354,2012-02-11,Saturday,7.0,-4.58,8,78.0,,Saisonbrot,,0.0,2.0685714285714285,-6.648571428571429,Significantly colder,bad,0
41,2012-02-11,Saturday,7.0,-4.58,8,78.0,,,,0.0,2.0685714285714285,-6.648571428571429,Significantly colder,bad,0
10355,2012-02-12,Sunday,8.0,-1.24,16,72.0,,Brot,,0.0,2.0685714285714285,-3.3085714285714287,Significantly colder,bad,0
10356,2012-02-12,Sunday,8.0,-1.24,16,72.0,,Brötchen,,0.0,2.0685714285714285,-3.3085714285714287,Significantly colder,bad,0
10357,2012-02-12,Sunday,8.0,-1.24,16,72.0,,Croissant,,0.0,2.0685714285714285,-3.3085714285714287,Significantly colder,bad,0
10358,2012-02-12,Sunday,8.0,-1.24,16,72.0,,Konditorei,,0.0,2.0685714285714285,-3.3085714285714287,Significantly colder,bad,0
10359,2012-02-12,Sunday,8.0,-1.24,16,72.0,,Kuchen,,0.0,2.0685714285714285,-3.3085714285714287,Significantly colder,bad,0
10360,2012-02-12,Sunday,8.0,-1.24,16,72.0,,Saisonbrot,,0.0,2.0685714285714285,-3.3085714285714287,Significantly colder,bad,0
42,2012-02-12,Sunday,8.0,-1.24,16,72.0,,,,0.0,2.0685714285714285,-3.3085714285714287,Significantly colder,bad,0
10361,2012-02-13,Monday,6.0,-2.33,8,10.0,,Brot,,0.0,4.293968253968254,-6.623968253968254,Significantly colder,good,0
10362,2012-02-13,Monday,6.0,-2.33,8,10.0,,Brötchen,,0.0,4.293968253968254,-6.623968253968254,Significantly colder,good,0
10363,2012-02-13,Monday,6.0,-2.33,8,10.0,,Croissant,,0.0,4.293968253968254,-6.623968253968254,Significantly colder,good,0
10364,2012-02-13,Monday,6.0,-2.33,8,10.0,,Konditorei,,0.0,4.293968253968254,-6.623968253968254,Significantly colder,good,0
10365,2012-02-13,Monday,6.0,-2.33,8,10.0,,Kuchen,,0.0,4.293968253968254,-6.623968253968254,Significantly colder,good,0
10366,2012-02-13,Monday,6.0,-2.33,8,10.0,,Saisonbrot,,0.0,4.293968253968254,-6.623968253968254,Significantly colder,good,0
43,2012-02-13,Monday,6.0,-2.33,8,10.0,,,,0.0,4.293968253968254,-6.623968253968254,Significantly colder,good,0
10367,2012-02-14,Tuesday,8.0,1.3,10,47.0,,Brot,,0.0,4.293968253968254,-2.993968253968254,Significantly colder,good,0
10368,2012-02-14,Tuesday,8.0,1.3,10,47.0,,Brötchen,,0.0,4.293968253968254,-2.993968253968254,Significantly colder,good,0
10369,2012-02-14,Tuesday,8.0,1.3,10,47.0,,Croissant,,0.0,4.293968253968254,-2.993968253968254,Significantly colder,good,0
10370,2012-02-14,Tuesday,8.0,1.3,10,47.0,,Konditorei,,0.0,4.293968253968254,-2.993968253968254,Significantly colder,good,0
10371,2012-02-14,Tuesday,8.0,1.3,10,47.0,,Kuchen,,0.0,4.293968253968254,-2.993968253968254,Significantly colder,good,0
10372,2012-02-14,Tuesday,8.0,1.3,10,47.0,,Saisonbrot,,0.0,4.293968253968254,-2.993968253968254,Significantly colder,good,0
44,2012-02-14,Tuesday,8.0,1.3,10,47.0,,,,0.0,4.293968253968254,-2.993968253968254,Significantly colder,good,0
10373,2012-02-15,Wednesday,1.0,4.86,18,0.0,,Brot,,0.0,4.293968253968254,0.5660317460317463,Slightly warmer,very good,0
10374,2012-02-15,Wednesday,1.0,4.86,18,0.0,,Brötchen,,0.0,4.293968253968254,0.5660317460317463,Slightly warmer,very good,0
10375,2012-02-15,Wednesday,1.0,4.86,18,0.0,,Croissant,,0.0,4.293968253968254,0.5660317460317463,Slightly warmer,very good,0
10376,2012-02-15,Wednesday,1.0,4.86,18,0.0,,Konditorei,,0.0,4.293968253968254,0.5660317460317463,Slightly warmer,very good,0
10377,2012-02-15,Wednesday,1.0,4.86,18,0.0,,Kuchen,,0.0,4.293968253968254,0.5660317460317463,Slightly warmer,very good,0
10378,2012-02-15,Wednesday,1.0,4.86,18,0.0,,Saisonbrot,,0.0,4.293968253968254,0.5660317460317463,Slightly warmer,very good,0
45,2012-02-15,Wednesday,1.0,4.86,18,0.0,,,,0.0,4.293968253968254,0.5660317460317463,Slightly warmer,very good,0
10379,2012-02-16,Thursday,7.0,2.96,10,61.0,,Brot,,0.0,4.293968253968254,-1.333968253968254,Slightly colder,okay,0
10380,2012-02-16,Thursday,7.0,2.96,10,61.0,,Brötchen,,0.0,4.293968253968254,-1.333968253968254,Slightly colder,okay,0
10381,2012-02-16,Thursday,7.0,2.96,10,61.0,,Croissant,,0.0,4.293968253968254,-1.333968253968254,Slightly colder,okay,0
10382,2012-02-16,Thursday,7.0,2.96,10,61.0,,Konditorei,,0.0,4.293968253968254,-1.333968253968254,Slightly colder,okay,0
10383,2012-02-16,Thursday,7.0,2.96,10,61.0,,Kuchen,,0.0,4.293968253968254,-1.333968253968254,Slightly colder,okay,0
10384,2012-02-16,Thursday,7.0,2.96,10,61.0,,Saisonbrot,,0.0,4.293968253968254,-1.333968253968254,Slightly colder,okay,0
46,2012-02-16,Thursday,7.0,2.96,10,61.0,,,,0.0,4.293968253968254,-1.333968253968254,Slightly colder,okay,0
10385,2012-02-17,Friday,5.0,5.56,14,0.0,,Brot,,0.0,4.293968253968254,1.2660317460317456,Slightly warmer,very good,0
10386,2012-02-17,Friday,5.0,5.56,14,0.0,,Brötchen,,0.0,4.293968253968254,1.2660317460317456,Slightly warmer,very good,0
10387,2012-02-17,Friday,5.0,5.56,14,0.0,,Croissant,,0.0,4.293968253968254,1.2660317460317456,Slightly warmer,very good,0
10388,2012-02-17,Friday,5.0,5.56,14,0.0,,Konditorei,,0.0,4.293968253968254,1.2660317460317456,Slightly warmer,very good,0
10389,2012-02-17,Friday,5.0,5.56,14,0.0,,Kuchen,,0.0,4.293968253968254,1.2660317460317456,Slightly warmer,very good,0
10390,2012-02-17,Friday,5.0,5.56,14,0.0,,Saisonbrot,,0.0,4.293968253968254,1.2660317460317456,Slightly warmer,very good,0
47,2012-02-17,Friday,5.0,5.56,14,0.0,,,,0.0,4.293968253968254,1.2660317460317456,Slightly warmer,very good,0
10391,2012-02-18,Saturday,8.0,6.18,14,61.0,,Brot,,0.0,4.293968253968254,1.8860317460317453,Significantly warmer,okay,0
10392,2012-02-18,Saturday,8.0,6.18,14,61.0,,Brötchen,,0.0,4.293968253968254,1.8860317460317453,Significantly warmer,okay,0
10393,2012-02-18,Saturday,8.0,6.18,14,61.0,,Croissant,,0.0,4.293968253968254,1.8860317460317453,Significantly warmer,okay,0
10394,2012-02-18,Saturday,8.0,6.18,14,61.0,,Konditorei,,0.0,4.293968253968254,1.8860317460317453,Significantly warmer,okay,0
10395,2012-02-18,Saturday,8.0,6.18,14,61.0,,Kuchen,,0.0,4.293968253968254,1.8860317460317453,Significantly warmer,okay,0
10396,2012-02-18,Saturday,8.0,6.18,14,61.0,,Saisonbrot,,0.0,4.293968253968254,1.8860317460317453,Significantly warmer,okay,0
48,2012-02-18,Saturday,8.0,6.18,14,61.0,,,,0.0,4.293968253968254,1.8860317460317453,Significantly warmer,okay,0
10397,2012-02-19,Sunday,4.0,4.2,18,25.0,,Brot,,0.0,4.293968253968254,-0.0939682539682538,Normal,okay,0
10398,2012-02-19,Sunday,4.0,4.2,18,25.0,,Brötchen,,0.0,4.293968253968254,-0.0939682539682538,Normal,okay,0
10399,2012-02-19,Sunday,4.0,4.2,18,25.0,,Croissant,,0.0,4.293968253968254,-0.0939682539682538,Normal,okay,0
10400,2012-02-19,Sunday,4.0,4.2,18,25.0,,Konditorei,,0.0,4.293968253968254,-0.0939682539682538,Normal,okay,0
10401,2012-02-19,Sunday,4.0,4.2,18,25.0,,Kuchen,,0.0,4.293968253968254,-0.0939682539682538,Normal,okay,0
10402,2012-02-19,Sunday,4.0,4.2,18,25.0,,Saisonbrot,,0.0,4.293968253968254,-0.0939682539682538,Normal,okay,0
49,2012-02-19,Sunday,4.0,4.2,18,25.0,,,,0.0,4.293968253968254,-0.0939682539682538,Normal,okay,0
10403,2012-02-20,Monday,5.0,4.11,14,0.0,,Brot,,0.0,4.729259259259259,-0.619259259259259,Slightly colder,very good,0
10404,2012-02-20,Monday,5.0,4.11,14,0.0,,Brötchen,,0.0,4.729259259259259,-0.619259259259259,Slightly colder,very good,0
10405,2012-02-20,Monday,5.0,4.11,14,0.0,,Croissant,,0.0,4.729259259259259,-0.619259259259259,Slightly colder,very good,0
10406,2012-02-20,Monday,5.0,4.11,14,0.0,,Konditorei,,0.0,4.729259259259259,-0.619259259259259,Slightly colder,very good,0
10407,2012-02-20,Monday,5.0,4.11,14,0.0,,Kuchen,,0.0,4.729259259259259,-0.619259259259259,Slightly colder,very good,0
10408,2012-02-20,Monday,5.0,4.11,14,0.0,,Saisonbrot,,0.0,4.729259259259259,-0.619259259259259,Slightly colder,very good,0
50,2012-02-20,Monday,5.0,4.11,14,0.0,,,,0.0,4.729259259259259,-0.619259259259259,Slightly colder,very good,0
10409,2012-02-21,Tuesday,8.0,4.95,14,58.0,,Brot,,0.0,4.729259259259259,0.2207407407407409,Normal,okay,0
10410,2012-02-21,Tuesday,8.0,4.95,14,58.0,,Brötchen,,0.0,4.729259259259259,0.2207407407407409,Normal,okay,0
10411,2012-02-21,Tuesday,8.0,4.95,14,58.0,,Croissant,,0.0,4.729259259259259,0.2207407407407409,Normal,okay,0
10412,2012-02-21,Tuesday,8.0,4.95,14,58.0,,Konditorei,,0.0,4.729259259259259,0.2207407407407409,Normal,okay,0
10413,2012-02-21,Tuesday,8.0,4.95,14,58.0,,Kuchen,,0.0,4.729259259259259,0.2207407407407409,Normal,okay,0
10414,2012-02-21,Tuesday,8.0,4.95,14,58.0,,Saisonbrot,,0.0,4.729259259259259,0.2207407407407409,Normal,okay,0
51,2012-02-21,Tuesday,8.0,4.95,14,58.0,,,,0.0,4.729259259259259,0.2207407407407409,Normal,okay,0
10415,2012-02-22,Wednesday,7.0,7.18,18,51.0,,Brot,,0.0,4.729259259259259,2.4507407407407404,Significantly warmer,okay,0
10416,2012-02-22,Wednesday,7.0,7.18,18,51.0,,Brötchen,,0.0,4.729259259259259,2.4507407407407404,Significantly warmer,okay,0
10417,2012-02-22,Wednesday,7.0,7.18,18,51.0,,Croissant,,0.0,4.729259259259259,2.4507407407407404,Significantly warmer,okay,0
10418,2012-02-22,Wednesday,7.0,7.18,18,51.0,,Konditorei,,0.0,4.729259259259259,2.4507407407407404,Significantly warmer,okay,0
10419,2012-02-22,Wednesday,7.0,7.18,18,51.0,,Kuchen,,0.0,4.729259259259259,2.4507407407407404,Significantly warmer,okay,0
10420,2012-02-22,Wednesday,7.0,7.18,18,51.0,,Saisonbrot,,0.0,4.729259259259259,2.4507407407407404,Significantly warmer,okay,0
52,2012-02-22,Wednesday,7.0,7.18,18,51.0,,,,0.0,4.729259259259259,2.4507407407407404,Significantly warmer,okay,0
10421,2012-02-23,Thursday,6.0,8.41,18,0.0,,Brot,,0.0,4.729259259259259,3.680740740740741,Significantly warmer,very good,0
10422,2012-02-23,Thursday,6.0,8.41,18,0.0,,Brötchen,,0.0,4.729259259259259,3.680740740740741,Significantly warmer,very good,0
10423,2012-02-23,Thursday,6.0,8.41,18,0.0,,Croissant,,0.0,4.729259259259259,3.680740740740741,Significantly warmer,very good,0
10424,2012-02-23,Thursday,6.0,8.41,18,0.0,,Konditorei,,0.0,4.729259259259259,3.680740740740741,Significantly warmer,very good,0
