Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,Weather_Category,Weather_Category_Wind_Adjusted,Wind_Downgrade_Count
2013-05-04,Saturday,0.0,17.95,18,,,,,,Unknown,Unknown,0
2013-05-05,Sunday,3.0,16.21,10,,,,,,Unknown,Unknown,0
2013-05-06,Monday,0.0,15.68,8,,,,,,Unknown,Unknown,0
2013-05-07,Tuesday,1.0,17.41,10,21.0,,,,,Rain,Rain,0
2013-05-08,Wednesday,4.0,18.81,9,21.0,,,,,Rain,Rain,0
2013-05-09,Thursday,7.0,16.12,11,21.0,,,,,Rain,Rain,0
2013-05-10,Friday,5.0,15.5,12,21.0,,,,,Rain,Rain,0
2013-05-11,Saturday,7.0,15.41,11,,,,,,Unknown,Unknown,0
2013-05-12,Sunday,7.0,11.71,12,61.0,,,,,Rain,Rain,0
2013-05-13,Monday,7.0,11.44,10,65.0,,,,,Extreme Weather,Extreme Weather,0
2013-05-14,Tuesday,5.0,12.6,10,21.0,,,,,Rain,Rain,0
2013-05-15,Wednesday,4.0,20.54,10,61.0,,,,,Rain,Rain,0
2013-05-16,Thursday,0.0,16.16,13,5.0,,,,,Extreme Weather,Extreme Weather,0
2013-05-17,Friday,0.0,21.31,11,5.0,,,,,Extreme Weather,Extreme Weather,0
2013-05-18,Saturday,7.0,13.85,12,10.0,,,,,Moderate,Moderate,0
2013-05-19,Sunday,8.0,13.05,5,20.0,,,,,Moderate,Moderate,0
2013-05-20,Monday,7.0,15.78,8,21.0,,,,,Rain,Rain,0
2013-05-21,Tuesday,7.0,12.52,9,65.0,,,,,Extreme Weather,Extreme Weather,0
2013-05-22,Wednesday,7.0,9.06,23,63.0,,,,,Rain,Rain,0
2013-05-23,Thursday,5.0,10.52,8,61.0,,,,,Rain,Rain,0
2013-05-24,Friday,5.0,12.5,8,61.0,,,,,Rain,Rain,0
2013-05-25,Saturday,7.0,11.34,11,63.0,,,,,Rain,Rain,0
2013-05-26,Sunday,7.0,14.16,15,63.0,,,,,Rain,Rain,0
2013-05-27,Monday,6.0,14.79,10,,,,,,Unknown,Unknown,0
2013-05-28,Tuesday,6.0,15.4,10,20.0,,,,,Moderate,Moderate,0
2013-05-29,Wednesday,7.0,13.66,14,61.0,,,,,Rain,Rain,0
2013-05-30,Thursday,4.0,16.12,11,21.0,,,,,Rain,Rain,0
2013-05-31,Friday,3.0,17.65,12,,,,,,Unknown,Unknown,0
2013-06-01,Saturday,3.0,20.39,10,21.0,,,,,Rain,Rain,0
2013-06-02,Sunday,2.0,14.98,18,,,,,,Unknown,Unknown,0
2013-06-03,Monday,0.0,17.35,13,,,,,,Unknown,Unknown,0
2013-06-04,Tuesday,3.0,17.16,15,,,,,,Unknown,Unknown,0
2013-06-05,Wednesday,4.0,19.09,9,,,,,,Unknown,Unknown,0
2013-06-06,Thursday,0.0,20.85,12,,,,,,Unknown,Unknown,0
2013-06-07,Friday,0.0,19.7,8,,,,,,Unknown,Unknown,0
2013-06-08,Saturday,1.0,16.96,9,,,,,,Unknown,Unknown,0
2013-06-09,Sunday,4.0,15.89,7,,,,,,Unknown,Unknown,0
2013-06-10,Monday,2.0,17.73,8,0.0,,,,,Very Good,Very Good,0
2013-06-11,Tuesday,2.0,16.66,9,,,,,,Unknown,Unknown,0
2013-06-12,Wednesday,5.0,22.35,7,,,,,,Unknown,Unknown,0
2013-06-14,Friday,2.0,16.71,16,0.0,,,,,Very Good,Very Good,0
2013-06-15,Saturday,6.0,17.09,27,61.0,,,,,Rain,Rain,0
2013-06-16,Sunday,7.0,15.59,16,21.0,,,,,Rain,Rain,0
2013-06-17,Monday,0.0,17.9,8,,,,,,Unknown,Unknown,0
2013-06-18,Tuesday,1.0,20.05,10,0.0,,,,,Very Good,Very Good,0
2013-06-19,Wednesday,6.0,23.54,10,63.0,,,,,Rain,Rain,0
2013-06-20,Thursday,2.0,21.84,10,,,,,,Unknown,Unknown,0
2013-06-21,Friday,7.0,19.58,14,63.0,,,,,Rain,Rain,0
2013-06-22,Saturday,6.0,19.74,10,,,,,1.0,Unknown,Unknown,0
2013-06-23,Sunday,6.0,17.54,10,21.0,,,,1.0,Rain,Rain,0
2013-06-24,Monday,7.0,15.95,12,63.0,,,,1.0,Rain,Rain,0
2013-06-25,Tuesday,7.0,15.18,10,21.0,,,,1.0,Rain,Rain,0
2013-06-26,Wednesday,7.0,13.82,18,61.0,,,,1.0,Rain,Rain,0
2013-06-27,Thursday,7.0,12.55,10,61.0,,,,1.0,Rain,Rain,0
2013-06-28,Friday,7.0,13.05,10,61.0,,,,1.0,Rain,Rain,0
2013-06-29,Saturday,6.0,14.84,16,61.0,,,,1.0,Rain,Rain,0
2013-06-30,Sunday,7.0,14.01,15,63.0,,,,1.0,Rain,Rain,0
2013-07-01,Monday,6.0,17.84,15,20.0,1307011.0,Brot,148.83,,Moderate,Moderate,0
2013-07-01,Monday,6.0,17.84,15,20.0,1307012.0,Brötchen,535.86,,Moderate,Moderate,0
2013-07-01,Monday,6.0,17.84,15,20.0,1307013.0,Croissant,201.2,,Moderate,Moderate,0
2013-07-01,Monday,6.0,17.84,15,20.0,1307014.0,Konditorei,65.89,,Moderate,Moderate,0
2013-07-01,Monday,6.0,17.84,15,20.0,1307015.0,Kuchen,317.48,,Moderate,Moderate,0
2013-07-02,Tuesday,3.0,17.31,10,,1307021.0,Brot,159.79,,Unknown,Unknown,0
2013-07-02,Tuesday,3.0,17.31,10,,1307022.0,Brötchen,546.78,,Unknown,Unknown,0
2013-07-02,Tuesday,3.0,17.31,10,,1307023.0,Croissant,265.26,,Unknown,Unknown,0
2013-07-02,Tuesday,3.0,17.31,10,,1307024.0,Konditorei,74.54,,Unknown,Unknown,0
2013-07-02,Tuesday,3.0,17.31,10,,1307025.0,Kuchen,383.63,,Unknown,Unknown,0
2013-07-03,Wednesday,7.0,21.08,6,61.0,1307031.0,Brot,111.89,,Rain,Rain,0
2013-07-03,Wednesday,7.0,21.08,6,61.0,1307032.0,Brötchen,427.34,,Rain,Rain,0
2013-07-03,Wednesday,7.0,21.08,6,61.0,1307033.0,Croissant,210.26,,Rain,Rain,0
2013-07-03,Wednesday,7.0,21.08,6,61.0,1307034.0,Konditorei,69.26,,Rain,Rain,0
2013-07-03,Wednesday,7.0,21.08,6,61.0,1307035.0,Kuchen,305.52,,Rain,Rain,0
2013-07-04,Thursday,7.0,18.85,7,20.0,1307041.0,Brot,168.86,,Moderate,Moderate,0
2013-07-04,Thursday,7.0,18.85,7,20.0,1307042.0,Brötchen,454.86,,Moderate,Moderate,0
2013-07-04,Thursday,7.0,18.85,7,20.0,1307043.0,Croissant,190.69,,Moderate,Moderate,0
2013-07-04,Thursday,7.0,18.85,7,20.0,1307044.0,Konditorei,61.49,,Moderate,Moderate,0
2013-07-04,Thursday,7.0,18.85,7,20.0,1307045.0,Kuchen,308.41,,Moderate,Moderate,0
2013-07-05,Friday,5.0,19.98,12,,1307051.0,Brot,171.28,,Unknown,Unknown,0
2013-07-05,Friday,5.0,19.98,12,,1307052.0,Brötchen,492.82,,Unknown,Unknown,0
2013-07-05,Friday,5.0,19.98,12,,1307053.0,Croissant,181.64,,Unknown,Unknown,0
2013-07-05,Friday,5.0,19.98,12,,1307054.0,Konditorei,86.76,,Unknown,Unknown,0
2013-07-05,Friday,5.0,19.98,12,,1307055.0,Kuchen,355.52,,Unknown,Unknown,0
2013-07-06,Saturday,0.0,18.96,8,,1307061.0,Brot,174.55,,Unknown,Unknown,0
2013-07-06,Saturday,0.0,18.96,8,,1307062.0,Brötchen,631.91,,Unknown,Unknown,0
2013-07-06,Saturday,0.0,18.96,8,,1307063.0,Croissant,291.56,,Unknown,Unknown,0
2013-07-06,Saturday,0.0,18.96,8,,1307064.0,Konditorei,80.65,,Unknown,Unknown,0
2013-07-06,Saturday,0.0,18.96,8,,1307065.0,Kuchen,361.87,,Unknown,Unknown,0
2013-07-07,Sunday,0.0,21.38,9,,1307071.0,Brot,92.64,,Unknown,Unknown,0
2013-07-07,Sunday,0.0,21.38,9,,1307072.0,Brötchen,695.26,,Unknown,Unknown,0
2013-07-07,Sunday,0.0,21.38,9,,1307073.0,Croissant,279.67,,Unknown,Unknown,0
2013-07-07,Sunday,0.0,21.38,9,,1307074.0,Konditorei,94.6,,Unknown,Unknown,0
2013-07-07,Sunday,0.0,21.38,9,,1307075.0,Kuchen,370.21,,Unknown,Unknown,0
2013-07-08,Monday,0.0,22.72,10,5.0,1307081.0,Brot,135.5,,Extreme Weather,Extreme Weather,0
2013-07-08,Monday,0.0,22.72,10,5.0,1307082.0,Brötchen,538.53,,Extreme Weather,Extreme Weather,0
2013-07-08,Monday,0.0,22.72,10,5.0,1307083.0,Croissant,195.16,,Extreme Weather,Extreme Weather,0
2013-07-08,Monday,0.0,22.72,10,5.0,1307084.0,Konditorei,49.5,,Extreme Weather,Extreme Weather,0
2013-07-08,Monday,0.0,22.72,10,5.0,1307085.0,Kuchen,285.23,,Extreme Weather,Extreme Weather,0
2013-07-09,Tuesday,0.0,23.28,8,,1307091.0,Brot,136.05,,Unknown,Unknown,0
2013-07-09,Tuesday,0.0,23.28,8,,1307092.0,Brötchen,585.96,,Unknown,Unknown,0
2013-07-09,Tuesday,0.0,23.28,8,,1307093.0,Croissant,245.81,,Unknown,Unknown,0
2013-07-09,Tuesday,0.0,23.28,8,,1307094.0,Konditorei,75.21,,Unknown,Unknown,0
2013-07-09,Tuesday,0.0,23.28,8,,1307095.0,Kuchen,342.09,,Unknown,Unknown,0
2013-07-10,Wednesday,2.0,19.69,13,5.0,1307101.0,Brot,135.13,,Extreme Weather,Extreme Weather,0
2013-07-10,Wednesday,2.0,19.69,13,5.0,1307102.0,Brötchen,567.37,,Extreme Weather,Extreme Weather,0
2013-07-10,Wednesday,2.0,19.69,13,5.0,1307103.0,Croissant,265.11,,Extreme Weather,Extreme Weather,0
2013-07-10,Wednesday,2.0,19.69,13,5.0,1307104.0,Konditorei,73.81,,Extreme Weather,Extreme Weather,0
2013-07-10,Wednesday,2.0,19.69,13,5.0,1307105.0,Kuchen,343.35,,Extreme Weather,Extreme Weather,0
2013-07-11,Thursday,0.0,21.38,12,5.0,1307111.0,Brot,138.55,,Extreme Weather,Extreme Weather,0
2013-07-11,Thursday,0.0,21.38,12,5.0,1307112.0,Brötchen,569.11,,Extreme Weather,Extreme Weather,0
2013-07-11,Thursday,0.0,21.38,12,5.0,1307113.0,Croissant,234.66,,Extreme Weather,Extreme Weather,0
2013-07-11,Thursday,0.0,21.38,12,5.0,1307114.0,Konditorei,68.63,,Extreme Weather,Extreme Weather,0
2013-07-11,Thursday,0.0,21.38,12,5.0,1307115.0,Kuchen,315.91,,Extreme Weather,Extreme Weather,0
2013-07-12,Friday,0.0,20.29,7,,1307121.0,Brot,101.45,,Unknown,Unknown,0
2013-07-12,Friday,0.0,20.29,7,,1307122.0,Brötchen,600.27,,Unknown,Unknown,0
2013-07-12,Friday,0.0,20.29,7,,1307123.0,Croissant,290.2,,Unknown,Unknown,0
2013-07-12,Friday,0.0,20.29,7,,1307125.0,Kuchen,362.8,,Unknown,Unknown,0
2013-07-13,Saturday,1.0,20.12,12,,1307131.0,Brot,141.23,,Unknown,Unknown,0
2013-07-13,Saturday,1.0,20.12,12,,1307132.0,Brötchen,747.14,,Unknown,Unknown,0
2013-07-13,Saturday,1.0,20.12,12,,1307133.0,Croissant,340.05,,Unknown,Unknown,0
2013-07-13,Saturday,1.0,20.12,12,,1307134.0,Konditorei,74.27,,Unknown,Unknown,0
2013-07-13,Saturday,1.0,20.12,12,,1307135.0,Kuchen,359.17,,Unknown,Unknown,0
2013-07-14,Sunday,5.0,17.69,15,5.0,1307141.0,Brot,112.52,,Extreme Weather,Extreme Weather,0
2013-07-14,Sunday,5.0,17.69,15,5.0,1307142.0,Brötchen,777.05,,Extreme Weather,Extreme Weather,0
2013-07-14,Sunday,5.0,17.69,15,5.0,1307143.0,Croissant,320.63,,Extreme Weather,Extreme Weather,0
2013-07-14,Sunday,5.0,17.69,15,5.0,1307144.0,Konditorei,115.27,,Extreme Weather,Extreme Weather,0
2013-07-14,Sunday,5.0,17.69,15,5.0,1307145.0,Kuchen,461.08,,Extreme Weather,Extreme Weather,0
2013-07-15,Monday,6.0,18.74,12,,1307151.0,Brot,161.26,,Unknown,Unknown,0
2013-07-15,Monday,6.0,18.74,12,,1307152.0,Brötchen,597.0,,Unknown,Unknown,0
2013-07-15,Monday,6.0,18.74,12,,1307153.0,Croissant,243.53,,Unknown,Unknown,0
2013-07-15,Monday,6.0,18.74,12,,1307154.0,Konditorei,99.49,,Unknown,Unknown,0
2013-07-15,Monday,6.0,18.74,12,,1307155.0,Kuchen,380.68,,Unknown,Unknown,0
2013-07-16,Tuesday,1.0,21.19,10,,1307161.0,Brot,116.82,,Unknown,Unknown,0
2013-07-16,Tuesday,1.0,21.19,10,,1307162.0,Brötchen,558.8,,Unknown,Unknown,0
2013-07-16,Tuesday,1.0,21.19,10,,1307163.0,Croissant,287.42,,Unknown,Unknown,0
2013-07-16,Tuesday,1.0,21.19,10,,1307164.0,Konditorei,91.78,,Unknown,Unknown,0
2013-07-16,Tuesday,1.0,21.19,10,,1307165.0,Kuchen,320.44,,Unknown,Unknown,0
2013-07-17,Wednesday,5.0,22.51,8,,1307171.0,Brot,150.57,,Unknown,Unknown,0
2013-07-17,Wednesday,5.0,22.51,8,,1307172.0,Brötchen,628.33,,Unknown,Unknown,0
2013-07-17,Wednesday,5.0,22.51,8,,1307173.0,Croissant,301.78,,Unknown,Unknown,0
2013-07-17,Wednesday,5.0,22.51,8,,1307175.0,Kuchen,396.99,,Unknown,Unknown,0
2013-07-18,Thursday,1.0,23.25,11,5.0,1307181.0,Brot,101.9,,Extreme Weather,Extreme Weather,0
2013-07-18,Thursday,1.0,23.25,11,5.0,1307182.0,Brötchen,647.82,,Extreme Weather,Extreme Weather,0
2013-07-18,Thursday,1.0,23.25,11,5.0,1307183.0,Croissant,250.43,,Extreme Weather,Extreme Weather,0
2013-07-18,Thursday,1.0,23.25,11,5.0,1307184.0,Konditorei,89.21,,Extreme Weather,Extreme Weather,0
2013-07-18,Thursday,1.0,23.25,11,5.0,1307185.0,Kuchen,300.4,,Extreme Weather,Extreme Weather,0
2013-07-19,Friday,3.0,22.48,16,5.0,1307191.0,Brot,161.64,,Extreme Weather,Extreme Weather,0
2013-07-19,Friday,3.0,22.48,16,5.0,1307192.0,Brötchen,646.79,,Extreme Weather,Extreme Weather,0
2013-07-19,Friday,3.0,22.48,16,5.0,1307193.0,Croissant,287.19,,Extreme Weather,Extreme Weather,0
2013-07-19,Friday,3.0,22.48,16,5.0,1307194.0,Konditorei,62.06,,Extreme Weather,Extreme Weather,0
2013-07-19,Friday,3.0,22.48,16,5.0,1307195.0,Kuchen,369.4,,Extreme Weather,Extreme Weather,0
2013-07-20,Saturday,0.0,23.19,8,,1307201.0,Brot,134.33,,Unknown,Unknown,0
2013-07-20,Saturday,0.0,23.19,8,,1307202.0,Brötchen,843.05,,Unknown,Unknown,0
2013-07-20,Saturday,0.0,23.19,8,,1307203.0,Croissant,394.77,,Unknown,Unknown,0
2013-07-20,Saturday,0.0,23.19,8,,1307204.0,Konditorei,69.94,,Unknown,Unknown,0
2013-07-20,Saturday,0.0,23.19,8,,1307205.0,Kuchen,346.15,,Unknown,Unknown,0
2013-07-21,Sunday,0.0,26.38,8,,1307211.0,Brot,66.29,,Unknown,Unknown,0
2013-07-21,Sunday,0.0,26.38,8,,1307212.0,Brötchen,815.94,,Unknown,Unknown,0
2013-07-21,Sunday,0.0,26.38,8,,1307213.0,Croissant,346.66,,Unknown,Unknown,0
2013-07-21,Sunday,0.0,26.38,8,,1307214.0,Konditorei,82.68,,Unknown,Unknown,0
2013-07-21,Sunday,0.0,26.38,8,,1307215.0,Kuchen,287.44,,Unknown,Unknown,0
2013-07-22,Monday,0.0,26.1,9,,1307221.0,Brot,131.22,,Unknown,Unknown,0
2013-07-22,Monday,0.0,26.1,9,,1307222.0,Brötchen,647.68,,Unknown,Unknown,0
2013-07-22,Monday,0.0,26.1,9,,1307223.0,Croissant,297.71,,Unknown,Unknown,0
2013-07-22,Monday,0.0,26.1,9,,1307224.0,Konditorei,99.34,,Unknown,Unknown,0
2013-07-22,Monday,0.0,26.1,9,,1307225.0,Kuchen,356.48,,Unknown,Unknown,0
2013-07-23,Tuesday,0.0,24.95,12,,1307231.0,Brot,110.32,,Unknown,Unknown,0
2013-07-23,Tuesday,0.0,24.95,12,,1307232.0,Brötchen,691.04,,Unknown,Unknown,0
2013-07-23,Tuesday,0.0,24.95,12,,1307233.0,Croissant,323.3,,Unknown,Unknown,0
2013-07-23,Tuesday,0.0,24.95,12,,1307234.0,Konditorei,70.53,,Unknown,Unknown,0
2013-07-23,Tuesday,0.0,24.95,12,,1307235.0,Kuchen,316.3,,Unknown,Unknown,0
2013-07-24,Wednesday,3.0,24.08,11,,1307241.0,Brot,141.89,,Unknown,Unknown,0
2013-07-24,Wednesday,3.0,24.08,11,,1307242.0,Brötchen,698.34,,Unknown,Unknown,0
2013-07-24,Wednesday,3.0,24.08,11,,1307243.0,Croissant,328.02,,Unknown,Unknown,0
2013-07-24,Wednesday,3.0,24.08,11,,1307244.0,Konditorei,83.58,,Unknown,Unknown,0
2013-07-24,Wednesday,3.0,24.08,11,,1307245.0,Kuchen,327.34,,Unknown,Unknown,0
2013-07-25,Thursday,2.0,23.09,9,,1307251.0,Brot,167.7,,Unknown,Unknown,0
2013-07-25,Thursday,2.0,23.09,9,,1307252.0,Brötchen,681.25,,Unknown,Unknown,0
2013-07-25,Thursday,2.0,23.09,9,,1307253.0,Croissant,280.81,,Unknown,Unknown,0
2013-07-25,Thursday,2.0,23.09,9,,1307254.0,Konditorei,65.89,,Unknown,Unknown,0
2013-07-25,Thursday,2.0,23.09,9,,1307255.0,Kuchen,303.19,,Unknown,Unknown,0
2013-07-26,Friday,3.0,27.26,6,,1307261.0,Brot,147.27,,Unknown,Unknown,0
2013-07-26,Friday,3.0,27.26,6,,1307262.0,Brötchen,718.02,,Unknown,Unknown,0
2013-07-26,Friday,3.0,27.26,6,,1307263.0,Croissant,352.29,,Unknown,Unknown,0
2013-07-26,Friday,3.0,27.26,6,,1307264.0,Konditorei,53.2,,Unknown,Unknown,0
2013-07-26,Friday,3.0,27.26,6,,1307265.0,Kuchen,331.52,,Unknown,Unknown,0
2013-07-27,Saturday,1.0,26.16,10,,1307271.0,Brot,161.4,,Unknown,Unknown,0
2013-07-27,Saturday,1.0,26.16,10,,1307272.0,Brötchen,855.62,,Unknown,Unknown,0
2013-07-27,Saturday,1.0,26.16,10,,1307273.0,Croissant,382.97,,Unknown,Unknown,0
2013-07-27,Saturday,1.0,26.16,10,,1307275.0,Kuchen,358.89,,Unknown,Unknown,0
2013-07-28,Sunday,4.0,24.89,13,61.0,1307281.0,Brot,86.08,,Rain,Rain,0
2013-07-28,Sunday,4.0,24.89,13,61.0,1307282.0,Brötchen,871.8,,Rain,Rain,0
2013-07-28,Sunday,4.0,24.89,13,61.0,1307283.0,Croissant,360.1,,Rain,Rain,0
2013-07-28,Sunday,4.0,24.89,13,61.0,1307285.0,Kuchen,437.82,,Rain,Rain,0
2013-07-29,Monday,1.0,22.79,10,,1307291.0,Brot,183.56,,Unknown,Unknown,0
2013-07-29,Monday,1.0,22.79,10,,1307292.0,Brötchen,672.5,,Unknown,Unknown,0
2013-07-29,Monday,1.0,22.79,10,,1307293.0,Croissant,356.03,,Unknown,Unknown,0
2013-07-29,Monday,1.0,22.79,10,,1307295.0,Kuchen,368.95,,Unknown,Unknown,0
2013-07-30,Tuesday,5.0,21.08,13,21.0,1307301.0,Brot,132.11,,Rain,Rain,0
2013-07-30,Tuesday,5.0,21.08,13,21.0,1307302.0,Brötchen,690.12,,Rain,Rain,0
2013-07-30,Tuesday,5.0,21.08,13,21.0,1307303.0,Croissant,354.53,,Rain,Rain,0
2013-07-30,Tuesday,5.0,21.08,13,21.0,1307305.0,Kuchen,424.09,,Rain,Rain,0
2013-07-31,Wednesday,5.0,20.27,16,65.0,1307311.0,Brot,144.75,,Extreme Weather,Extreme Weather,0
2013-07-31,Wednesday,5.0,20.27,16,65.0,1307312.0,Brötchen,667.84,,Extreme Weather,Extreme Weather,0
2013-07-31,Wednesday,5.0,20.27,16,65.0,1307313.0,Croissant,321.08,,Extreme Weather,Extreme Weather,0
2013-07-31,Wednesday,5.0,20.27,16,65.0,1307315.0,Kuchen,426.99,,Extreme Weather,Extreme Weather,0
2013-08-01,Thursday,6.0,23.4,7,21.0,1308011.0,Brot,157.85,,Rain,Rain,0
2013-08-01,Thursday,6.0,23.4,7,21.0,1308012.0,Brötchen,667.21,,Rain,Rain,0
2013-08-01,Thursday,6.0,23.4,7,21.0,1308013.0,Croissant,304.83,,Rain,Rain,0
2013-08-01,Thursday,6.0,23.4,7,21.0,1308014.0,Konditorei,60.56,,Rain,Rain,0
2013-08-01,Thursday,6.0,23.4,7,21.0,1308015.0,Kuchen,322.29,,Rain,Rain,0
2013-08-02,Friday,0.0,31.44,7,,1308021.0,Brot,117.36,,Unknown,Unknown,0
2013-08-02,Friday,0.0,31.44,7,,1308022.0,Brötchen,689.7,,Unknown,Unknown,0
2013-08-02,Friday,0.0,31.44,7,,1308023.0,Croissant,379.53,,Unknown,Unknown,0
2013-08-02,Friday,0.0,31.44,7,,1308024.0,Konditorei,68.12,,Unknown,Unknown,0
2013-08-02,Friday,0.0,31.44,7,,1308025.0,Kuchen,282.37,,Unknown,Unknown,0
2013-08-03,Saturday,4.0,23.36,11,63.0,1308031.0,Brot,186.03,,Rain,Rain,0
2013-08-03,Saturday,4.0,23.36,11,63.0,1308032.0,Brötchen,930.8,,Rain,Rain,0
2013-08-03,Saturday,4.0,23.36,11,63.0,1308033.0,Croissant,454.71,,Rain,Rain,0
2013-08-03,Saturday,4.0,23.36,11,63.0,1308034.0,Konditorei,51.27,,Rain,Rain,0
2013-08-03,Saturday,4.0,23.36,11,63.0,1308035.0,Kuchen,399.28,,Rain,Rain,0
2013-08-04,Sunday,3.0,23.05,8,,1308041.0,Brot,104.71,,Unknown,Unknown,0
2013-08-04,Sunday,3.0,23.05,8,,1308042.0,Brötchen,862.75,,Unknown,Unknown,0
2013-08-04,Sunday,3.0,23.05,8,,1308043.0,Croissant,382.86,,Unknown,Unknown,0
2013-08-04,Sunday,3.0,23.05,8,,1308044.0,Konditorei,67.16,,Unknown,Unknown,0
2013-08-04,Sunday,3.0,23.05,8,,1308045.0,Kuchen,461.7,,Unknown,Unknown,0
2013-08-05,Monday,0.0,25.8,10,,1308051.0,Brot,146.78,,Unknown,Unknown,0
2013-08-05,Monday,0.0,25.8,10,,1308052.0,Brötchen,520.95,,Unknown,Unknown,0
2013-08-05,Monday,0.0,25.8,10,,1308053.0,Croissant,331.62,,Unknown,Unknown,0
2013-08-05,Monday,0.0,25.8,10,,1308055.0,Kuchen,354.25,,Unknown,Unknown,0
2013-08-06,Tuesday,5.0,22.22,13,,1308061.0,Brot,131.96,,Unknown,Unknown,0
2013-08-06,Tuesday,5.0,22.22,13,,1308062.0,Brötchen,498.92,,Unknown,Unknown,0
2013-08-06,Tuesday,5.0,22.22,13,,1308063.0,Croissant,344.1,,Unknown,Unknown,0
2013-08-06,Tuesday,5.0,22.22,13,,1308064.0,Konditorei,69.71,,Unknown,Unknown,0
2013-08-06,Tuesday,5.0,22.22,13,,1308065.0,Kuchen,441.52,,Unknown,Unknown,0
2013-08-07,Wednesday,4.0,19.21,8,,1308071.0,Brot,160.59,,Unknown,Unknown,0
2013-08-07,Wednesday,4.0,19.21,8,,1308072.0,Brötchen,519.2,,Unknown,Unknown,0
2013-08-07,Wednesday,4.0,19.21,8,,1308073.0,Croissant,341.48,,Unknown,Unknown,0
2013-08-07,Wednesday,4.0,19.21,8,,1308074.0,Konditorei,83.11,,Unknown,Unknown,0
2013-08-07,Wednesday,4.0,19.21,8,,1308075.0,Kuchen,423.85,,Unknown,Unknown,0
2013-08-08,Thursday,7.0,16.98,12,20.0,1308081.0,Brot,153.1,,Moderate,Moderate,0
2013-08-08,Thursday,7.0,16.98,12,20.0,1308082.0,Brötchen,486.26,,Moderate,Moderate,0
2013-08-08,Thursday,7.0,16.98,12,20.0,1308083.0,Croissant,298.01,,Moderate,Moderate,0
2013-08-08,Thursday,7.0,16.98,12,20.0,1308084.0,Konditorei,96.77,,Moderate,Moderate,0
2013-08-08,Thursday,7.0,16.98,12,20.0,1308085.0,Kuchen,464.88,,Moderate,Moderate,0
2013-08-09,Friday,4.0,20.34,10,21.0,1308091.0,Brot,125.62,,Rain,Rain,0
2013-08-09,Friday,4.0,20.34,10,21.0,1308092.0,Brötchen,539.98,,Rain,Rain,0
2013-08-09,Friday,4.0,20.34,10,21.0,1308093.0,Croissant,328.23,,Rain,Rain,0
2013-08-09,Friday,4.0,20.34,10,21.0,1308094.0,Konditorei,81.48,,Rain,Rain,0
2013-08-09,Friday,4.0,20.34,10,21.0,1308095.0,Kuchen,450.09,,Rain,Rain,0
2013-08-10,Saturday,7.0,19.36,12,61.0,1308101.0,Brot,185.18,,Rain,Rain,0
2013-08-10,Saturday,7.0,19.36,12,61.0,1308102.0,Brötchen,614.51,,Rain,Rain,0
2013-08-10,Saturday,7.0,19.36,12,61.0,1308103.0,Croissant,351.62,,Rain,Rain,0
2013-08-10,Saturday,7.0,19.36,12,61.0,1308104.0,Konditorei,59.98,,Rain,Rain,0
2013-08-10,Saturday,7.0,19.36,12,61.0,1308105.0,Kuchen,450.99,,Rain,Rain,0
2013-08-11,Sunday,7.0,16.39,9,61.0,1308111.0,Brot,73.21,,Rain,Rain,0
2013-08-11,Sunday,7.0,16.39,9,61.0,1308112.0,Brötchen,666.91,,Rain,Rain,0
2013-08-11,Sunday,7.0,16.39,9,61.0,1308113.0,Croissant,341.03,,Rain,Rain,0
2013-08-11,Sunday,7.0,16.39,9,61.0,1308114.0,Konditorei,60.71,,Rain,Rain,0
2013-08-11,Sunday,7.0,16.39,9,61.0,1308115.0,Kuchen,583.49,,Rain,Rain,0
2013-08-12,Monday,7.0,16.45,11,63.0,1308121.0,Brot,154.5,,Rain,Rain,0
2013-08-12,Monday,7.0,16.45,11,63.0,1308122.0,Brötchen,510.02,,Rain,Rain,0
2013-08-12,Monday,7.0,16.45,11,63.0,1308123.0,Croissant,253.62,,Rain,Rain,0
2013-08-12,Monday,7.0,16.45,11,63.0,1308124.0,Konditorei,97.74,,Rain,Rain,0
2013-08-12,Monday,7.0,16.45,11,63.0,1308125.0,Kuchen,356.03,,Rain,Rain,0
2013-08-13,Tuesday,3.0,16.4,16,95.0,1308131.0,Brot,134.06,,Unknown,Unknown,0
2013-08-13,Tuesday,3.0,16.4,16,95.0,1308132.0,Brötchen,535.4,,Unknown,Unknown,0
2013-08-13,Tuesday,3.0,16.4,16,95.0,1308133.0,Croissant,271.59,,Unknown,Unknown,0
2013-08-13,Tuesday,3.0,16.4,16,95.0,1308134.0,Konditorei,113.86,,Unknown,Unknown,0
2013-08-13,Tuesday,3.0,16.4,16,95.0,1308135.0,Kuchen,344.64,,Unknown,Unknown,0
2013-08-14,Wednesday,4.0,18.26,18,61.0,1308141.0,Brot,156.97,,Rain,Rain,0
2013-08-14,Wednesday,4.0,18.26,18,61.0,1308142.0,Brötchen,520.12,,Rain,Rain,0
2013-08-14,Wednesday,4.0,18.26,18,61.0,1308143.0,Croissant,309.12,,Rain,Rain,0
2013-08-14,Wednesday,4.0,18.26,18,61.0,1308144.0,Konditorei,105.57,,Rain,Rain,0
2013-08-14,Wednesday,4.0,18.26,18,61.0,1308145.0,Kuchen,441.25,,Rain,Rain,0
